ID,Stock Code,UPC Full,Name,Size,Default Qty,Unit Cost,Latest Cost,Unit Price,Modifiers Qty,Modifiers Cost,Modifiers Latest Cost,Modifiers Price,Tax Rule Name,Category Name,Category Group Name,Supplier Name,Qty On Hand,Total Qty On Hand,Margin,Reorder Value,Reorder Point,Item Rank,Auto Update,Type,Vendor Item No,SKU,Unit Per Case,Item Tags,Vendor Name,Notes,Remind Date,Close Out item,Prompt For Qty,Item Type,Additional Fee,Bottle Deposit,Do Not Track Inventory,Add To Shortcut Keys,Do Not Show To Webstore,Hide Inventory,Item Shortcut Name,Item Sort No,Do Not Apply Manual Discount,Exclude from Promotions
9555,"8700000312","08731205","GODIVA DARK CHOCOLATE 375ML","375ML","1","8.32","0.000","13.99","1","8.320","0.000","13.99","Tax","CORDIALS & LIQUEURS","LIQUOR","CDI","0.00",0,"40.53",0,0,"D",0,"general",0,"52760",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9557,"1564341524","015643415241","SUR DE ANDES MALBAC CAB","MISC","1","9.00","0.000","13.99","1","9.000","0.000","13.99","Tax","WINE","WINE","NULL","0.00",0,"35.67",4,4,"D",0,"general",0,"91137",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9558,"8469211454","0000","LARRESSINGLE VSOP ARMAGNAC","SINGLE","1","36.99","0.000","48.99","1","36.990","0.000","48.99","Tax","COGNAC","LIQUOR","NULL","0.00",0,"24.49",1,1,"D",0,"general",0,"69877",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9559,"8143400024","0000","BOX STAR CAB-SAU. 3L","3LT","1","10.16","0.000","13.99","1","10.160","0.000","13.99","Tax","BOX WINE",,"HARTLEY PARKER","0.00",0,"27.38",3,1,"D",0,"general",0,"82454",3,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9560,"8143400059","0000","BLACKSTONE CHARDONNAY","750ML","1","7.09","0.000","9.99","1","7.090","0.000","9.99","Tax","WINE","WINE","HARTLEY PARKER","0.00",0,"29.03",12,1,"D",0,"general",0,"31600",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9561,"0919145667","009191456672","NEBCO SCHNITZENGIGGLES OCTOBERFEST BEET 6PK CANS","MISC","1","8.50","0.000","11.99","1","8.500","0.000","11.99","Tax","6-PKBEER",,"A. GALLO","0.00",0,"29.11",0,0,"D",0,"general",0,"61037",4,,,,,0,0,"Inventory Item",,"6PK",0,0,0,0,,,0,0
9566,"8366499040","083664990405","GLENFIDDICH 15YR SOLERA RESERVE SCOTCH WHISKEY 750ML","750ML","1","61.07","60.990","79.99","1","61.070","60.990","79.99","Tax","SCOTCH","LIQUOR","BRESCOME","2.00",2,"23.65",0,0,"D",0,"general","83046","65652",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9568,"3125904410","031259044101","YELLOW TAIL JAMMY RED ROO (SWEET RED) 1.5 LT","1.5LT","1","8.60","8.580","12.99","1","8.600","8.580","12.99","Tax","IMPORTED WINE","WINE","BRESCOME","6.00",6,"33.80",6,2,"B",0,"general","63388","40659",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9569,"8438029046","0000","JAC GINGER 200ML","200ML","1","2.19","0.000","3.10","1","2.190","0.000","3.10","Tax","LIQ 375",,"UNKNOWN","0.00",0,"29.35",24,1,"D",0,"general",0,"86503",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9571,"8130857007","0000","PINOT EVIL VIN DE PAYS PINOT NOIR","750","1","15.00","0.000","18.99","1","15.000","0.000","18.99","Tax","WINE","WINE","NULL","0.00",0,"21.01",1,1,"D",0,"general",0,"58863",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9572,"s6487000023","0000","MACJAC 16OZ","16OZ","1","2.00","0.000","2.99","1","2.000","0.000","2.99","Tax","BEER","BEER","NULL","0.00",0,"33.11",12,1,"D",0,"general",0,"51668",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9576,"1056309889","0000","SOPLICA 750ML","750ML","1","7.07","0.000","9.99","1","7.070","0.000","9.99","Tax","VODKA","LIQUOR","ACE DISTRIBUTING","0.00",0,"29.23",12,1,"D",0,"general",0,"04204",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9577,"8524617156, 8524643189","085246171561, 085246171561","MAKERS MARK 50 ML","50ML","1","3.02","3.020","4.99","1","3.020","3.020","4.99","Tax","MINIATURES","LIQUOR","CDI","-46.00, 60.00",14,"39.48",0,0,"D",0,"general","49646","65931",12,,,,,0,0,"Inventory Item","Environmental fee","No Deposit",0,0,0,0,,,0,0
9578,"4257205715","042572057150","CLAUSTHALER NON-ALC BEER 6PK 12 OZ BTL","12OZ","1","8.50","0.000","10.99","1","8.500","0.000","10.99","Tax","NON-ALC",,"A. GALLO","6.00",6,"22.66",4,2,"B",0,"general",0,"41253",4,,,,,0,0,"Inventory Item",,"6PK",0,0,0,0,,,0,0
9579,"4001976577","0000","CARLSBERG 1L","1LT","1","2.25","0.000","3.99","1","2.250","0.000","3.99","Tax","BEER","BEER","NULL","0.00",0,"43.61",12,1,"D",0,"general",0,"19606",12,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
9581,"8438028184","0000","JACC.D.CO. BROWN 750","MISC","1","6.49","0.000","10.39","1","6.490","0.000","10.39","Tax","LIQ 375",,"UNKNOWN","0.00",0,"37.54",1,1,"D",0,"general",0,"77759",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9583,"s1996237100","0000","FOLEY BROTHERS","MISC","1","3.00","0.000","5.99","1","3.000","0.000","5.99","Tax","BEER","BEER","NULL","0.00",0,"49.92",1,1,"D",0,"general",0,"63043",1,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
9586,"9032610252","690326102528","JULIUS ECHTER","MISC","1","3.18","0.000","4.99","1","3.180","0.000","4.99","Tax","BEER","BEER","NULL","0.00",0,"36.27",0,0,"D",0,"general",0,"62832",1,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
9587,"8438029118","0000","JACQUINS PEPPERMINT SCHNAPP PL","375ML","1","3.49","0.000","5.39","1","3.490","0.000","5.39","Tax","SCHNAPPS","LIQUOR","UNKNOWN","0.00",0,"35.25",24,1,"D",0,"general",0,"00842",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9588,"7082233164","0000","CISCO DOBBLE IPA","MISC","1","9.00","0.000","12.99","1","9.000","0.000","12.99","Tax","6-PKBEER",,"NULL","0.00",0,"30.72",1,1,"D",0,"general",0,"14392",1,,,,,0,0,"Inventory Item",,"4PK",0,0,0,0,,,0,0
9590,"5157107897","0000","HUDSON NORTH STANDARD","MISC","1","10.91","0.000","13.99","1","10.910","0.000","13.99","Tax","6-PKBEER",,"NULL","0.00",0,"22.02",1,1,"D",0,"general",0,"42811",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9591,"2820000328","0000","VIRGINIA SLIM MENTHOL","MISC","1","10.31","0.000","12.32","1","10.310","0.000","12.32","Tax","GIN","LIQUOR","MTC","0.00",0,"16.31",1,1,"D",0,"general",0,"02018",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9594,"1006135001","0000","BLAKE'S STRAWBERRY LEMONADE 12OZ  6PK","6PK","1","9.00","0.000","13.99","1","9.000","0.000","13.99","Tax","CRAFT BEER","BEER","UNKNOWN","0.00",0,"35.67",4,1,"D",0,"general",0,"25265",4,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9595,"1834115106","018341151060","BAREFOOT WHITE ZINFANDEL 1.5L","1.5LT","1","9.08","9.080","11.99","1","9.080","9.080","11.99","Tax","US WINE","WINE","CDI","0.00",0,"24.27",1,1,"D",0,"general","2113223","65489",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9600,"8894000051","8894000051","TAYLOR LAKE COUNTRY RED","1.5LT","1","5.00","0.000","8.99","1","5.000","0.000","8.99","Tax","US WINE","WINE","NULL","0.00",0,"44.38",0,0,"D",0,"general",0,"92043",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9602,"8294970255","0000","FOPPIANO LOT 96 PETITE SIRAH","6PK","1","10.00","0.000","12.99","1","10.000","0.000","12.99","Tax","WINE","WINE","NULL","0.00",0,"23.02",4,1,"D",0,"general",0,"47514",4,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9603,"2097150004","0000","THE SHINOBU WHISKY 750ML","750ML","1","41.33","0.000","52.99","1","41.330","0.000","52.99","Tax","MISC","MISC","UNKNOWN","0.00",0,"22.00",12,1,"D",0,"general",0,"86497",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9604,"8200072932, 8200072937","082000729327, 082000729327","SMIRNOFF 50ML STRAWBERRY TWIST","50ML","1","0.74","0.740","1.10","1","0.740","0.740","1.10","Tax","MINIATURES","LIQUOR","EDER BROS","-507.00, 590.00",83,"32.73",120,113,"A",0,"general","8427","76661",120,,,,,0,0,"Inventory Item","Environmental fee","No Deposit",0,0,0,0,,,0,0
9605,"8500001120","0000","BLACK SWAN SHIRAZ 750ML","750ML","1","4.67","0.000","6.99","1","4.670","0.000","6.99","Tax","WINE","WINE","CDI MERCH-D","0.00",0,"33.19",12,1,"D",0,"general",0,"17402",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9607,"8983200135","0000","G.DUBOEUF CHARD. 1.5L","1.5LT","1","7.66","0.000","10.99","1","7.660","0.000","10.99","Tax","WINE","WINE","SLOCUM & SONS INC","0.00",0,"30.30",6,1,"D",0,"general",0,"29117",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9610,"5643501201","0000","OTTER CREEK ALE 12PK BTL","12PK","1","13.00","0.000","16.99","1","13.000","0.000","16.99","Tax","12PKBEER",,"G & G BEVERAGE DIST","0.00",0,"23.48",2,1,"D",0,"general",0,"34869",2,,,,,0,0,"Inventory Item",,"12PK",0,0,0,0,,,0,0
9611,"8841578955","0000","SIMI REBEL CASK RED BLEND 750ML","750ML","1","13.60","0.000","19.99","1","13.600","0.000","19.99","Tax","US WINE","WINE","NULL","0.00",0,"31.97",12,1,"D",0,"general",0,"68370",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9613,"3938300650","039383006507","MICHTER'S US1 SINGLE BARREL RYE WHISKEY 750ML","750ML","1","33.69","33.410","44.99","1","33.690","33.410","44.99","Tax","RYE WHISKEY",,"BRESCOME","3.00",3,"25.12",0,0,"D",0,"general","66206","31713",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9615,"8742186105","0000","SINGLECUT","SINGLE","1","5.25","0.000","8.99","1","5.250","0.000","8.99","Tax","BEER","BEER","NULL","0.00",0,"41.60",1,1,"D",0,"general",0,"87871",1,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
9616,"8742186064","0000","SINGLE CUT IPA","SINGLE","1","5.58","0.000","8.99","1","5.580","0.000","8.99","Tax","BEER","BEER","NULL","0.00",0,"37.93",1,1,"D",0,"general",0,"45669",1,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
9618,"1957801245","819578012458","TWO ROADS TWO CONN EASY ALE","16OZ","1","1.84","0.000","2.99","1,4","1.840,7.360","0.000,7.330","2.99,9.990","Tax","4 PK BEER","BEER","A. GALLO","0.00",0,"38.46",3,3,"D",0,"general",0,"13960",24,,,,,0,1,"Inventory Item",,"4PK",0,0,0,0,,,0,0
9619,"6521000033","0000","NEWBURGH JUICE BOSS 16OZ","16OZ","1","11.16","0.000","16.99","1","11.160","0.000","16.99","Tax","6-PKBEER",,"NULL","0.00",0,"34.31",12,1,"D",0,"general",0,"86920",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9622,"6000265722","860002657226","SIX POINT 15 PK","MISC","1","15.00","0.000","21.99","1","15.000","0.000","21.99","Tax","MISC","MISC","UNKNOWN","0.00",0,"31.79",1,1,"D",0,"general",0,"54441",1,,,,,0,0,"Inventory Item",,"18PK",0,0,0,0,,,0,0
9623,"8210073919","0000","ARBORITA STRAWBERRY MARGARITA","750","1","5.45","0.000","6.99","1","5.450","0.000","6.99","Tax","WINE","WINE","NULL","0.00",0,"22.03",1,1,"D",0,"general",0,"92145",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9624,"2695990973","0000","BOULEVARD 6PKS","6PK","1","10.00","0.000","14.99","1","10.000","0.000","14.99","Tax","6-PKBEER",,"NULL","0.00",0,"33.29",4,1,"D",0,"general",0,"72675",4,,,,,0,0,"Inventory Item",,"6PK",0,0,0,0,,,0,0
9626,"2580612101","0000","KRUG GRANDE CUVEE","MISC","1","109.99","0.000","189.99","1","109.990","0.000","189.99","Tax","CHAMP",,"UNKNOWN","0.00",0,"42.11",1,1,"D",0,"general",0,"35610",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9627,"8396072563","0000","JOSE CUERVO TRADICIONAL 1.75L","1.75LT","1","39.99","0.000","49.99","1","39.990","0.000","49.99","Tax","TEQUILA","LIQUOR","ALLAN S GOOD","0.00",0,"20.00",6,1,"D",0,"general",0,"04681",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9629,"5452700608","0000","GLUTINY PALE ALE  BOTTLE 4/6 12Z","MISC","1","8.25","0.000","10.99","1","8.250","0.000","10.99","Tax","MISC","MISC","NULL","0.00",0,"24.93",1,1,"D",0,"general",0,"25042",1,,,,,0,0,"Inventory Item",,"6PK",0,0,0,0,,,0,0
9633,"3410062341","0000","ICEHOUSE CAN 30 PK 12 OZ","30PK","1","13.99","0.000","17.99","1","13.990","0.000","17.99","Tax","BEER","BEER","STAR","0.00",0,"22.23",1,1,"D",0,"general",0,"76759",1,,,,,0,0,"Inventory Item",,"30PK",0,0,0,0,,,0,0
9634,"9413700210","0000","CRISPIN HONEY CRISP 22 OZ","22OZ","1","4.67","0.000","5.99","1","4.670","0.000","5.99","Tax","BEER","BEER","NULL","0.00",0,"22.04",12,1,"D",0,"general",0,"70319",12,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
9635,"7615300028","0000","CASTELLO POG MOSCATO 750ML","750ML","1","9.32","0.000","13.99","1","9.320","0.000","13.99","Tax","IMPORTED WINE","WINE","SLOCUM & SONS INC","0.00",0,"33.38",12,1,"D",0,"general",0,"07938",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9636,"8678567009","0000","CONFETTI  ROSE 750ML","750ML","1","7.75","0.000","12.99","1","7.750","0.000","12.99","Tax","MISC","MISC","UNKNOWN","0.00",0,"40.34",12,1,"D",0,"general",0,"89720",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9639,"1235419927","0000","LINDEMANS BIN70 CHAR.RIS.750ML","750ML","1","4.08","0.000","6.99","1","4.080","0.000","6.99","Tax","WINE","WINE","SLOCUM & SONS INC","0.00",0,"41.63",12,1,"D",0,"general",0,"86143",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9640,"s5002627801","0000","SINGLE","SINGLE","1","4.67","0.000","5.99","1","4.670","0.000","5.99","Tax","6-PKBEER",,"NULL","0.00",0,"22.04",1,1,"D",0,"general",0,"53078",1,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
9641,"1665000132","0000","MAMMA'S RED 750ML","750ML","1","6.23","0.000","7.99","1","6.230","0.000","7.99","Tax","WINE","WINE","NULL","0.00",0,"22.03",12,1,"D",0,"general",0,"92114",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9644,"5389700242","0000","SPIKED SELTZER LEMON 12OZ CAN","12OZ","1","1.00","0.000","1.99","1","1.000","0.000","1.99","Tax","LOTTO","LOTTO","NULL","0.00",0,"49.75",24,1,"D",0,"general",0,"69744",24,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
9646,"8858640184","088586401848","COLUMBIA CREST CABERNET SAUVIGNON ","750ML","1","7.44","0.000","11.99","1","7.440","0.000","11.99","Tax","US WINE","WINE","BRESCOME","0.00",0,"37.95",12,2,"D",0,"general",0,"76386",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9649,"9106619880","0000","WEST SLOPE CHARD. 750ML","750ML","1","11.99","0.000","16.99","1","11.990","0.000","16.99","Tax","WINE","WINE","UNKNOWN","0.00",0,"29.43",12,1,"D",0,"general",0,"01760",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9650,"8396072652","0000","JOSE CUERV0 RESERVEA PLT 750ML","750ML","1","38.99","0.000","49.99","1","38.990","0.000","49.99","Tax","TEQUILA","LIQUOR","EDER BROS","0.00",0,"22.00",12,1,"D",0,"general",0,"03786",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9651,"8500001838","085000018385","LIBERTY CREEK PINOT NOIR 1.5 L","1.5LT","1","6.47","6.470","9.49","1","6.470","6.470","9.49","Tax","US WINE","WINE","CDI","5.00",5,"31.82",0,0,"D",0,"general","9115840","22591",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9652,"8068635370","0000","DEK 60 PROOF PEPPERMINT 200ML","200ML","1","2.92","0.000","3.77","1","2.920","0.000","3.77","Tax","CORDIALS & LIQUEURS","LIQUOR","CDI","0.00",0,"22.55",24,1,"D",0,"general",0,"52304",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9653,"9050000010","0000","USA LT 100 BOX","MISC","1","8.48","0.000","11.04","1","8.480","0.000","11.04","Tax","CIGS",,"MTC","0.00",0,"23.19",1,1,"D",0,"general",0,"84309",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9654,"0361021700","0000","TOP SHELF","MISC","1","7.75","0.000","10.99","1","7.750","0.000","10.99","Tax","6-PKBEER",,"NULL","0.00",0,"29.48",1,1,"D",0,"general",0,"68335",1,,,,,0,0,"Inventory Item",,"6PK",0,0,0,0,,,0,0
9655,"1564325961","0000","LUNE BLANCHE","MISC","1","12.00","0.000","18.99","1","12.000","0.000","18.99","Tax","WINE","WINE","NULL","0.00",0,"36.81",1,1,"D",0,"general",0,"11982",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9657,"8901600894","089016008941","SOBIESKI  VODKA 750ML","750ML","1","11.58","0.000","15.99","1","11.580","0.000","15.99","Tax","VODKA","LIQUOR","ACE DISTRIBUTING","0.00",0,"27.58",0,0,"D",0,"general",0,"92755",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9658,"8520021874, 8520000002","085200218745, 085200218745","SUTTER HOME MERLOT 4PK 187ML","4PK","1","1.33","1.330","1.99","1,4","1.330,5.320","1.330,0.000","1.99,7.990","Tax","US WINE","WINE","CDI","221.00, -173.00",48,"33.17",48,42,"B",0,"general","9037661","72312",24,,,,,0,1,"Inventory Item",,,0,0,0,0,,,0,0
9659,"4175520002","0000","PINEAPPLE JUICE","MISC","1","1.55","0.000","1.99","1","1.550","0.000","1.99","Tax","MIXERS","MISC","UNKNOWN","0.00",0,"22.11",1,1,"D",0,"general",0,"91621",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9660,"5230000434","0000","OLD MILWAUKEE CAN 30PK 12 OZ","30PK","1","10.10","0.000","12.99","1","10.100","0.000","12.99","Tax","BEER","BEER","UNKNOWN","0.00",0,"22.25",1,1,"D",0,"general",0,"71504",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9665,"8521419075","785214190753","SILVER OAK CABERNET SAUVIGNON ALEXANDER VALLEY","750ML","1","64.50","0.000","82.99","1","64.500","0.000","82.99","Tax","US WINE","WINE","BRESCOME","0.00",0,"22.28",12,3,"D",0,"general","27661","65211",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9667,"0886685705","0000","ONYX MOONSHINE 750ML","750ML","1","21.99","0.000","27.99","1","21.990","0.000","27.99","Tax","LIQUOR","LIQUOR","EDER BROS","0.00",0,"21.44",12,1,"D",0,"general",0,"75231",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9668,"8366486828","0000","LUIS FELI. MALBEC 750ML","750ML","1","5.16","0.000","7.99","1","5.160","0.000","7.99","Tax","WINE","WINE","UNKNOWN","0.00",0,"35.42",12,1,"D",0,"general",0,"45877",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9669,"2220173123","0000","SKYGAZER BLUEBERRY 16OZ","16OZ","1","15.11","0.000","22.99","1","15.110","0.000","22.99","Tax","BEER","BEER","UNKNOWN","0.00",0,"34.28",12,1,"D",0,"general",0,"34950",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9670,"2173300024","0000","PATRON 3 PACK 50ML","50ML","1","13.30","0.000","16.99","1","13.300","0.000","16.99","Tax","MINIATURES","LIQUOR","CDI","0.00",0,"21.72",120,1,"D",0,"general",0,"73982",120,,,,,0,0,"Inventory Item","Environmental fee","No Deposit",0,0,0,0,,,0,0
9671,"2235800695","0000","MACON LUGNY LES CHARMES 750ML","750ML","1","8.00","0.000","12.99","1","8.000","0.000","12.99","Tax","IMPORTED WINE","WINE","UNKNOWN","0.00",0,"38.41",12,1,"D",0,"general",0,"26151",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9672,"2081592014","720815920149","TEMPLETON RYE-4 YR","1000ML","1","33.99","0.000","49.99","1","33.990","0.000","49.99","Tax","STRAIGHT RYE","LIQUOR","UNKNOWN","0.00",0,"32.01",0,0,"D",0,"general",0,"74113",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9673,"8158400019","0000","K.J COLLAGE CAB.SHIRAZ 750ML","750ML","1","6.33","0.000","8.99","1","6.330","0.000","8.99","Tax","WINE","WINE","CDI","0.00",0,"29.59",12,1,"D",0,"general",0,"55311",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9674,"8230175001","0000","DON Q GOLD 750ML","750ML","1","9.91","0.000","13.99","1","9.910","0.000","13.99","Tax","RUM","LIQUOR","HARTLEY PARKER","0.00",0,"29.16",12,1,"D",0,"general",0,"91643",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9675,"8600300226","0000","KIRRALAA BUSHVINE SHIR. 750ML","750ML","1","9.99","0.000","14.99","1","9.990","0.000","14.99","Tax","WINE","WINE","UNKNOWN","0.00",0,"33.36",12,1,"D",0,"general",0,"73023",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9677,"8500000561","0000","BOONES SNOW CREEK BERRY","750","1","2.00","0.000","3.99","1","2.000","0.000","3.99","Tax","WINE","WINE","NULL","0.00",0,"49.87",1,1,"D",0,"general",0,"64511",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9679,"3299816005","8032998160055","PETRA ZINGARI TOSCANA IGT RED 750ML","750ML","1","11.33","11.330","16.99","1","11.330","11.330","16.99","Tax","IMPORTED WINE","WINE","MONSIEUR T","12.00",12,"33.31",0,0,"D",0,"general","83475-22","54872",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9680,"1996227260","0000","FOLLY BROTHER 22OZ","22OZ","1","6.75","0.000","9.99","1","6.750","0.000","9.99","Tax","BEER","BEER","NULL","0.00",0,"32.43",12,1,"D",0,"general",0,"77904",12,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
9684,"1206602023","812066020232","THE FAMOUS GROUSE BLENDED SCOTCH WHISKEY 1.75L","1.75LT","1","29.99","0.000","39.99","1","29.990","0.000","39.99","Tax","SCOTCH","LIQUOR","CDI","0.00",0,"25.01",0,0,"D",0,"general","9045617","42798",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9687,"4659818906","0000","THOMAS HOOKER IPA","6PK","1","7.25","0.000","9.99","1","7.250","0.000","9.99","Tax","BEER","BEER","DICHELLO","0.00",0,"27.43",4,1,"D",0,"general",0,"47150",4,,,,,0,0,"Inventory Item",,"6PK",0,0,0,0,,,0,0
9688,"8847402020","0000","SCHMITT SOHNE RIESLING AUSLESE 750ML","750ML","1","17.99","0.000","23.99","1","17.990","0.000","23.99","Tax","IMPORTED WINE","WINE","HP","0.00",0,"25.01",0,0,"D",0,"general","556944","02655",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9690,"8048028004","080480280048","GREY GOOSE VODKA 200ML","200ML","1","7.99","7.990","11.99","1","7.990","7.990","11.99","Tax","VODKA","LIQUOR","CDI","6.00",6,"33.36",4,2,"B",0,"general","9006588","67299",4,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9692,"9445800001","0000","TRAGO SILVER TEQUILA 750ML","750ML","1","12.00","0.000","18.99","1","12.000","0.000","18.99","Tax","LIQUOR","LIQUOR","EDER BROS","0.00",0,"36.81",12,1,"D",0,"general",0,"13817",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9693,"7049121272","0000","MASTER OF MIXES MARGARITA MIX 1 L","1LT","1","3.49","0.000","4.99","1","3.490","0.000","4.99","Tax","MIXERS","MISC","CDI","0.00",0,"30.06",12,1,"D",0,"general",0,"87217",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9694,"5805900461","0000","MOTHER EARTH","MISC","1","14.62","0.000","19.99","1","14.620","0.000","19.99","Tax","BEER","BEER","NULL","0.00",0,"26.86",1,1,"D",0,"general",0,"63925",1,,,,,0,0,"Inventory Item",,"12PK",0,0,0,0,,,0,0
9695,"5797300307","0000","GRAY SAIL JENNY","MISC","1","7.50","0.000","10.49","1","7.500","0.000","10.49","Tax","BEER","BEER","NULL","0.00",0,"28.50",1,1,"D",0,"general",0,"84525",1,,,,,0,0,"Inventory Item",,"6PK",0,0,0,0,,,0,0
9698,"8912185002","089121850022","ARIEL CABERNET SAUVIGNON DEALCOHOLIZED WINE 750ML","750ML","1","7.08","7.080","10.99","1","7.080","7.080","10.99","Tax","NON-ALC",,"BRESCOME","0.00",0,"35.58",12,2,"D",0,"general","89923","82102",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9699,"8834510005, 8834510051","088345100517, 088345100517","NEWCASTLE 6PK 12 OZ","6PK","1","1.33","0.000","2.10","1,6","1.330,8.000","0.000,0.000","2.10,10.250","Tax","BEER 4,6, AND 8 PACKS","BEER","A. GALLO","6.00, -5.00",1,"36.67",0,0,"D",0,"general",0,"96042",24,,,,,0,1,"Inventory Item",,"1PK",0,0,0,0,,,0,0
9701,"S185912","0000","WILD HOP LAGER SGL. BTL.","MISC","1","0.87","0.000","1.37","1","0.870","0.000","1.37","Tax","SGL BEER",,"NULL","0.00",0,"36.50",1,1,"D",0,"general",0,"90896",1,,,,,0,0,"Inventory Item",,"1PK",0,0,0,0,,,0,0
9702,"8118810710","0000","BUENA VISTA CARNEROS CHARDONNAY","750","1","20.00","0.000","25.99","1","20.000","0.000","25.99","Tax","WINE","WINE","NULL","0.00",0,"23.05",1,1,"D",0,"general",0,"59780",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9703,"8200074198","082000741985","CAPTAIN MORGAN 100 PROOF 750ML","750ML","1","23.99","19.160","29.99","1","23.990","19.160","29.99","Tax","RUM","LIQUOR","EDER BROS","1.00",1,"20.01",12,1,"B",0,"general","10829","16012",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
9704,"8068632220","0000","DEKUYPER CACTUS JUICE","1000ML","1","11.49","0.000","14.49","1","11.490","0.000","14.49","Tax","CORDIALS & LIQUEURS","LIQUOR","NULL","0.00",0,"20.70",1,1,"D",0,"general",0,"61368",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
